study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_domain;outcome_type;instrument;time;time_weeks;rating;baseline_m_arm1;baseline_m_arm2;baseline_sd_arm1;baseline_sd_arm2;mean_arm1;mean_arm2;sd_arm1;sd_arm2;n_arm1;n_arm2;m_change_arm1;m_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;.id;.g;.g_se;.log_rr;.log_rr_se;outcome_hierachy;rob_domain1;rob_domain2;rob_domain3;rob_domain4;rob_domain5;rob_overall;protocol;country;recruitment;incentive;specify_incentive;target_group;manual;program_name;guidance;setting_arm1;setting_arm2;internet_based;no_sessions_arm1;no_sessions_arm2;time_total_arm1;time_total_arm2;duration_therapy_arm1;duration_therapy_arm2;sessions_weekly_arm1;sessions_weekly_arm2;duration_session_arm1;duration_session_arm2;ave_modules_completed_arm1;ave_modules_completed_arm2;sd_modules_completed_arm1;sd_modules_completed_arm2;prop_modules_completed_arm1;m_age_arm1;m_age_arm2;sd_age_arm1;sd_age_arm2;female_arm1;female_arm2;female_total;prop_female_total;n_allocation_arm1;n_allocation_arm2;n_total_allocation;n_start_arm1;n_start_arm2;n_total_start;n_comp_arm1;n_comp_arm2;n_total_comp;reasons_partref;reasons_treatref;reasons_preterm;diagnosis_how;diagnosis_which;m_no_symptoms_arm1;m_no_symptoms_arm2;sd_no_symptoms_arm1;sd_no_symptoms_arm2;m_duration_symptoms_arm1;m_duration_symptoms_arm2;sd_duration_symptoms_arm1;sd_duration_symptoms_arm2;comorbidities_ex;specify_comorbidities_ex;consumer_satis;specify_consumer_satis;neg_eff;specify_neg_eff
luciano, 2014;ambt;wl;NA;NA;som;msd;vas pain;follow up;24;self-report;65,43;64,04;18,34;18,72;49,58;64,36;10,98;15,34;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_vaspain_followup_24.0_self-report_ambt_wl_NA_NA;-1,096373172;0,210572846;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;depr;msd;hads-d;post;8;self-report;8;9,23;2,88;3,56;5,41;9,34;1,36;2,63;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_hads-d_post_8.0_self-report_ambt_wl_NA_NA;-1,852823705;0,235002958;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;depr;msd;hads-d;follow up;24;self-report;8;9,23;2,88;3,56;5,84;9,32;1,6;3,04;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_hads-d_followup_24.0_self-report_ambt_wl_NA_NA;-1,414208497;0,219623349;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;anx;msd;hads-a;post;8;self-report;12,67;12,4;4,36;4,31;8,28;11,36;2,38;3,8;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_hads-a_post_8.0_self-report_ambt_wl_NA_NA;-0,960188476;0,207302558;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;anx;msd;hads-a;follow up;24;self-report;12,67;12,4;4,36;4,31;8,73;12,15;2,04;4,2;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_hads-a_followup_24.0_self-report_ambt_wl_NA_NA;-1,022038864;0,208740431;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;phs;msd;fiq;post;8;self-report;-68,2;-65,87;8,96;7,63;-48,7;-67,68;6,91;9,23;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_fiq_post_8.0_self-report_ambt_wl_NA_NA;2,304478822;0,253748302;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;phs;msd;fiq;follow up;24;self-report;-68,2;-65,87;8,96;7,63;-49,49;-67,45;8,77;9,15;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_fiq_followup_24.0_self-report_ambt_wl_NA_NA;1,988415944;0,240349259;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
luciano, 2014;ambt;wl;NA;NA;phs;msd;eq-5d;post;8;self-report;50,88;48,78;15,48;16,76;66,2;51;8,64;10,69;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_eq-5d_post_8.0_self-report_ambt_wl_NA_NA;1,549204668;0,224023213;NA;NA;secondary;NA;NA;NA;NA;NA;NA;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
martin, 2007;cbt;tau;NA;NA;som;msd;bsi-6;post;4;self-report;0,76;0,6;0,75;0,51;0,59;0,5;0,55;0,5;70;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;martin_2007_msd_bsi-6_post_4.0_self-report_cbt_tau_NA_NA;0,170302226;0,16934033;NA;NA;primary;low;low;low;high;some concerns;high;NA;de;combined;no;NA;adults;yes;one sessions cbt;mixed;group;NA;no;1;NA;210;NA;1;NA;1;NA;210;NA;5;NA;0;NA;5;45,7;51,7;13,6;15,9;48;57;105;0,75;70;70;140;60;62;122;NA;NA;NA;NA;NA;NA;combined;mus;7,6;6,6;3,9;3,6;110,4;141,6;134,4;153,6;yes;severe current medical condition,chronic medical disease, psychotic symptoms, substance dependence;yes;"96% felt that it should be offered more often; 94% felt understood by the therapist; and 92% rated the strategies as promising for the management of their complaints.";yes;the negative ratings, as follows, were very low (between 0% and 4%). Although side effects were not assessed systematically, no adverse events were spontaneously reported.
martin, 2007;cbt;tau;NA;NA;som;msd;bsi-6;follow up;28;self-report;0,76;0,6;0,75;0,51;0,59;0,61;0,59;0,63;70;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;martin_2007_msd_bsi-6_followup_28.0_self-report_cbt_tau_NA_NA;-0,03259086;0,169042195;NA;NA;primary;low;low;low;high;some concerns;high;NA;de;combined;no;NA;adults;yes;one sessions cbt;mixed;group;NA;no;1;NA;210;NA;1;NA;1;NA;210;NA;5;NA;0;NA;5;45,7;51,7;13,6;15,9;48;57;105;0,75;70;70;140;60;62;122;NA;NA;NA;NA;NA;NA;combined;mus;7,6;6,6;3,9;3,6;110,4;141,6;134,4;153,6;yes;severe current medical condition,chronic medical disease, psychotic symptoms, substance dependence;yes;"96% felt that it should be offered more often; 94% felt understood by the therapist; and 92% rated the strategies as promising for the management of their complaints.";yes;the negative ratings, as follows, were very low (between 0% and 4%). Although side effects were not assessed systematically, no adverse events were spontaneously reported.
martin, 2007;cbt;tau;NA;NA;phs;msd;bdi;post;4;self-report;15,9;13,2;9,6;6,4;13,7;12,5;9,1;7,4;70;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;martin_2007_msd_bdi_post_4.0_self-report_cbt_tau_NA_NA;0,143900842;0,169251871;NA;NA;primary;low;low;low;high;some concerns;high;NA;de;combined;no;NA;adults;yes;one sessions cbt;mixed;group;NA;no;1;NA;210;NA;1;NA;1;NA;210;NA;5;NA;0;NA;5;45,7;51,7;13,6;15,9;48;57;105;0,75;70;70;140;60;62;122;NA;NA;NA;NA;NA;NA;combined;mus;7,6;6,6;3,9;3,6;110,4;141,6;134,4;153,6;yes;severe current medical condition,chronic medical disease, psychotic symptoms, substance dependence;yes;"96% felt that it should be offered more often; 94% felt understood by the therapist; and 92% rated the strategies as promising for the management of their complaints.";yes;the negative ratings, as follows, were very low (between 0% and 4%). Although side effects were not assessed systematically, no adverse events were spontaneously reported.
martin, 2007;cbt;tau;NA;NA;phs;msd;bdi;follow up;28;self-report;15,9;13,2;9,6;6,4;14,2;11,9;9,5;7,5;70;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;martin_2007_msd_bdi_followup_28.0_self-report_cbt_tau_NA_NA;0,267271703;0,169792083;NA;NA;primary;low;low;low;high;some concerns;high;NA;de;combined;no;NA;adults;yes;one sessions cbt;mixed;group;NA;no;1;NA;210;NA;1;NA;1;NA;210;NA;5;NA;0;NA;5;45,7;51,7;13,6;15,9;48;57;105;0,75;70;70;140;60;62;122;NA;NA;NA;NA;NA;NA;combined;mus;7,6;6,6;3,9;3,6;110,4;141,6;134,4;153,6;yes;severe current medical condition,chronic medical disease, psychotic symptoms, substance dependence;yes;"96% felt that it should be offered more often; 94% felt understood by the therapist; and 92% rated the strategies as promising for the management of their complaints.";yes;the negative ratings, as follows, were very low (between 0% and 4%). Although side effects were not assessed systematically, no adverse events were spontaneously reported.
martin, 2007;cbt;tau;NA;NA;ha;msd;wi;post;4;self-report;6,5;5,7;3,8;3,2;5,9;5,5;4,1;3,6;70;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;martin_2007_msd_wi_post_4.0_self-report_cbt_tau_NA_NA;0,103113263;0,169144371;NA;NA;primary;low;low;low;high;some concerns;high;NA;de;combined;no;NA;adults;yes;one sessions cbt;mixed;group;NA;no;1;NA;210;NA;1;NA;1;NA;210;NA;5;NA;0;NA;5;45,7;51,7;13,6;15,9;48;57;105;0,75;70;70;140;60;62;122;NA;NA;NA;NA;NA;NA;combined;mus;7,6;6,6;3,9;3,6;110,4;141,6;134,4;153,6;yes;severe current medical condition,chronic medical disease, psychotic symptoms, substance dependence;yes;"96% felt that it should be offered more often; 94% felt understood by the therapist; and 92% rated the strategies as promising for the management of their complaints.";yes;the negative ratings, as follows, were very low (between 0% and 4%). Although side effects were not assessed systematically, no adverse events were spontaneously reported.
martin, 2007;cbt;tau;NA;NA;ha;msd;wi;follow up;28;self-report;6,5;5,7;3,8;3,2;5,4;5,5;3,3;3,2;70;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;martin_2007_msd_wi_followup_28.0_self-report_cbt_tau_NA_NA;-0,030598082;0,16904085;NA;NA;primary;low;low;low;high;some concerns;high;NA;de;combined;no;NA;adults;yes;one sessions cbt;mixed;group;NA;no;1;NA;210;NA;1;NA;1;NA;210;NA;5;NA;0;NA;5;45,7;51,7;13,6;15,9;48;57;105;0,75;70;70;140;60;62;122;NA;NA;NA;NA;NA;NA;combined;mus;7,6;6,6;3,9;3,6;110,4;141,6;134,4;153,6;yes;severe current medical condition,chronic medical disease, psychotic symptoms, substance dependence;yes;"96% felt that it should be offered more often; 94% felt understood by the therapist; and 92% rated the strategies as promising for the management of their complaints.";yes;the negative ratings, as follows, were very low (between 0% and 4%). Although side effects were not assessed systematically, no adverse events were spontaneously reported.
mcbeth, 2012;cbt;tau;NA;NA;phs;msd;sf-36;post;24;self-report;38,9;37,4;8,4;8,2;41,5;39,9;11;10,1;87;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mcbeth_2012_msd_sf-36_post_24.0_self-report_cbt_tau_NA_NA;0,150900303;0,151405144;NA;NA;primary;low;low;low;high;some concerns;high;ISRCTN registry, ISRCTN67013851, Managing Unexplained Symptoms (chronic widespread pain) In primary Care: Involving traditional and Accessible New approaches, https://www.isrctn.com/ISRCTN67013851;gb;clinical;no;NA;adults;yes;managing chronic widespread pain;psy;individual;NA;no;9;NA;337,5;NA;24;NA;0,38;NA;37,5;NA;5,93;NA;3,25;NA;0,66;56,5;56,3;13,7;12,5;80;76;156;0,71;112;109;221;NA;NA;NA;NA;NA;NA;NA;NA;NA;cut-off;cwp;NA;NA;NA;NA;NA;NA;NA;NA;yes;patient exclusions were a severe psychiatric disorder (currently sui- cidal or psychotic) impairing ability to engage with interven- tions, contraindications for exercise (eg, forbidden by family phy- sician, chest pain on exercise, syncope, uncontrolled epilepsy, current fracture), or a condition for which the interventions were not indicated (eg, metastatic cancer).;no;NA;yes;for safety outcomes, adverse events (serious and nonserious) were recorded. One of us (G.J.M., who was blind to treatment allocation) was notified of adverse events and determined whether the event was serious or nonserious. He was then unmasked to treatment allocation to determine whether adverse events were adverse reactions to treatment. Adverse events were rare. Two deaths were recorded: 1 in the exercise group and 1 in the TCBT group (respectively, the deaths occurred 14 and 2 months after randomization, and the causes of death were metastatic cancer and pancreatic cancer). None of the adverse events were adverse reactions.
mcbeth, 2012;cbt;tau;NA;NA;phs;msd;sf-36;follow up;36;self-report;38,9;37,4;8,4;8,2;40,8;39,6;11,2;10,5;91;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mcbeth_2012_msd_sf-36_followup_36.0_self-report_cbt_tau_NA_NA;0,110230685;0,14568973;NA;NA;primary;low;low;low;high;some concerns;high;ISRCTN registry, ISRCTN67013851, Managing Unexplained Symptoms (chronic widespread pain) In primary Care: Involving traditional and Accessible New approaches, https://www.isrctn.com/ISRCTN67013851;gb;clinical;no;NA;adults;yes;managing chronic widespread pain;psy;individual;NA;no;9;NA;337,5;NA;24;NA;0,38;NA;37,5;NA;5,93;NA;3,25;NA;0,66;56,5;56,3;13,7;12,5;80;76;156;0,71;112;109;221;NA;NA;NA;NA;NA;NA;NA;NA;NA;cut-off;cwp;NA;NA;NA;NA;NA;NA;NA;NA;yes;patient exclusions were a severe psychiatric disorder (currently sui- cidal or psychotic) impairing ability to engage with interven- tions, contraindications for exercise (eg, forbidden by family phy- sician, chest pain on exercise, syncope, uncontrolled epilepsy, current fracture), or a condition for which the interventions were not indicated (eg, metastatic cancer).;no;NA;yes;for safety outcomes, adverse events (serious and nonserious) were recorded. One of us (G.J.M., who was blind to treatment allocation) was notified of adverse events and determined whether the event was serious or nonserious. He was then unmasked to treatment allocation to determine whether adverse events were adverse reactions to treatment. Adverse events were rare. Two deaths were recorded: 1 in the exercise group and 1 in the TCBT group (respectively, the deaths occurred 14 and 2 months after randomization, and the causes of death were metastatic cancer and pancreatic cancer). None of the adverse events were adverse reactions.
mccrae, 2019;cbt;tau;cbt pain;tau;som;msd;mpq;post;8;self-report;29,95;28,53;13,27;13,4;28,01;29,84;14,15;14,53;37;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mccrae_2019_msd_mpq_post_8.0_self-report_cbt_tau_cbtpain_tau;-0,126270024;0,232731761;NA;NA;primary;low;low;low;high;some concerns;high;ClinicalTrials.gov, NCT02001077, Sleep and Pain Interventions in Fibromyalgia (SPIN), https://clinicaltrials.gov/ct2/show/NCT02001077;us;combined;yes;participants were compensated US$100 following each assessment period. They received the treatment and parking on the UF campus at no charge.;adults;yes;cbt for pain;para;individual;NA;no;8;NA;400;NA;8;NA;1;NA;50;NA;7,08;NA;2,02;NA;0,89;51,54;52,27;10,62;11,19;34;37;71;0,95;37;37;74;30;37;67;30;28;58;NA;NA;NA;combined;fm;NA;NA;NA;NA;94,64;109,46;76,16;88,62;yes;"exclusion criteria were sleep disorders other than insomnia, specifically sleep apnea (apnea–hypopnea index greater than 15 per hr or between 10 and 15 per hr with oxygen saturation below 88%) or periodic limb movements (PLMS index greater than 15 per hr); bipolar or seizure disorders (due to contraindication for the sleep restriction component of CBT-I); significant medical (e.g. cancer) or neurological disorder (e.g. dementia); severe untreated psychiatric comorbidity (e.g. schizophrenia and substance abuse); cognitive impairment based on Mini-Mental State Examination (MMSE) score below 26 [21]; and concurrent participation in CBT or other nonpharmacological treatment outside of the study.";yes;Average total credibility scores for CBT-I (M = 8.93, SD = 1.21) and CBT-P (M = 8.38, SD = 1.37) did not significantly differ.;no;NA
mccrae, 2019;cbt;tau;cbt insomnia;tau;som;msd;mpq;post;8;self-report;22,85;28,53;13,15;13,4;26,26;29,84;15,01;14,53;39;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mccrae_2019_msd_mpq_post_8.0_self-report_cbt_tau_cbtinsomnia_tau;-0,239781375;0,230334805;NA;NA;primary;low;low;low;high;some concerns;high;ClinicalTrials.gov, NCT02001077, Sleep and Pain Interventions in Fibromyalgia (SPIN), https://clinicaltrials.gov/ct2/show/NCT02001077;us;combined;yes;participants were compensated US$100 following each assessment period. They received the treatment and parking on the UF campus at no charge.;adults;yes;cbt for insomnia;para;individual;NA;no;8;NA;400;NA;8;NA;1;NA;50;NA;6,95;NA;2,16;NA;0,87;54,13;52,27;11,03;11,19;39;37;76;0,95;39;37;76;30;37;67;27;28;55;NA;NA;NA;combined;fm;NA;NA;NA;NA;114,52;109,46;91,1;88,62;yes;"exclusion criteria were sleep disorders other than insomnia, specifically sleep apnea (apnea–hypopnea index greater than 15 per hr or between 10 and 15 per hr with oxygen saturation below 88%) or periodic limb movements (PLMS index greater than 15 per hr); bipolar or seizure disorders (due to contraindication for the sleep restriction component of CBT-I); significant medical (e.g. cancer) or neurological disorder (e.g. dementia); severe untreated psychiatric comorbidity (e.g. schizophrenia and substance abuse); cognitive impairment based on Mini-Mental State Examination (MMSE) score below 26 [21]; and concurrent participation in CBT or other nonpharmacological treatment outside of the study.";yes;Average total credibility scores for CBT-I (M = 8.93, SD = 1.21) and CBT-P (M = 8.38, SD = 1.37) did not significantly differ.;no;NA
